순번,기관명,행사명,주관기관명,행사지역,행사장소,기술 분류,해시태그,행사기간-시작일,행사기간-종료일
1177,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 조선대학교 대학원 청구展<감정의 형상화>,조선대학교,광주특구,조선대학교 미술대학2층 미술관,기타,#미술#전시,2024-07-01,2024-07-05
1178,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024 조선대학교 대학원 미술 전시회,조선대학교,광주특구,조선대학교 미술대학2층 미술관,기타,#미술#전시,2024-07-01,2024-07-05
1179,연구개발특구진흥재단,2024년 투자펀드 로드쇼 및 매칭 상담회 참가기업모집,연구개발특구진흥재단,대덕특구,대덕 TBC 콜라보홀(1층) 등 ,"IT,BT,NT",#연구개발특구#기술사업화#펀드설명회#나노반도체#딥테크#바이오헬스,2024-07-02,2024-10-31
1180,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,[권익인권센터]2024 장애인식개선공연,광주과학기술원,광주특구,광주과학기술원 행정동 1층 대강당 CT홀,기타,#장애인#문화체험,2024-07-11,2024-07-11
1181,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,2024년 7월 광주창업포럼,광주전남지방중소벤처기업청,광주특구,김대중컨벤션센터 301호 ~ 306호,기타,#창업,2024-07-10,2024-07-10
1182,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,"초연결사회, 미래를 잇는 MZ 인문학",전남대학교,광주특구,전남대학교 김남주기렴홀(인문대1),기타,#감성#시#마음#사유,2024-07-03,2024-07-03
1183,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,젠더공감 : 영화로 잇다,전남대학교 젠더연구소,광주특구,전남대학교 박물관 4층 소강당,기타,#젠더#영화,2024-07-04,2024-07-04
1184,연구개발특구진흥재단,대덕특구 사업화 유망기술 설명회: 2차전지 /리사이클,"연구개발특구진흥재단, 충북대, 원자력연, 기초지원연, 대전상공회의소 ",대덕특구,대전 오노마호텔 20층 ,NT,#연구개발특구#기술사업화#기술이전#이차전지#리사이클,2024-07-17,2024-07-17
1185,연구개발특구진흥재단,제25회 충남과학기술혁신포럼·강소특구기술포럼,한국자동차연구원,강소특구,천안 라마다앙코르호텔,IT,,2024-07-19,2024-07-19
1186,연구개발특구진흥재단,대전시 사회문제해결지원사업 인공지능 세미나,Ai프렌즈학회,대덕특구,온라인(AI프렌즈 유튜브 채널),IT,#연구개발특구 #AI #전문성,2024-07-17,2024-07-17
1187,전북특구본부 기획경영실,2024년 특구기업 x 공공기관 구매상담회 ,연구개발특구진흥재단,전북특구,전북테크비즈센터 1층 대강당,기타,#공공구매 #구매상담회 #판로개척 #신제품인증기업 ,2024-07-16,2024-07-16
1188,연구개발특구진흥재단,인공지능세미나_중국의 인공지능 사례와 정책동향,Ai프렌즈학회,대덕특구,온라인(AI프렌즈 유튜브 채널),IT,#연구개발특구 #대전시 사회문제해결 성과확산 #인공지능,2024-07-24,2024-07-24
1189,연구개발특구진흥재단 부산연구개발특구본부,공공 연구개발 성과확산을 위한 2차 오픈테이블,부산연구개발특구본부,부산특구,부산글로벌테크비즈센터 중회의실,"IT,BT,CT,ET,NT,ST","#연구소기업, #기술이전, #부산특구, #특구재단, #연구개발특구, #오픈테이블, #기술사업화",2024-07-24,2024-07-24
1190,연구개발특구진흥재단,2024 MARS월드포럼,대전광역시,대덕특구,대전 DCC ,"IT,ET",,2024-08-02,2024-08-02
1191,연구개발특구진흥재단,특구재단X서울창경 딥테크 오픈이노베이션 참가 수요모집,"연구개발특구진흥재단, 서울창조경제혁신센터",대덕특구,미정 ,"IT,BT,CT,ET,NT,ST",,2024-08-01,2024-10-01
1192,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,딥테크 기술창업 및 전환기업 모집,한국광기술원,광주특구,한국광기술원,"IT,BT,CT,ET,NT,ST",#연구개발특구#과학기술#기술사업화#기술창업#딥테크,2024-08-07,2024-12-31
1193,국가과학기술인력개발원,연구자를 위한 기술창업 길라잡이 과정 교육생 모집,국가과학기술인력개발원,강소특구,(충북 청주) KIRD 오창청사,기타,#기술창업 #기술사업화 #비즈니스 #교육 #학습,2024-09-04,2024-09-06
1194,연구개발특구진흥재단,생성형 AI Chat GPT와 빅테이터 활용교육,"대전광역시, 대덕연구개발특구본부",대덕특구,대덕이노폴리스벤처협회 교육장,기타,#대덕특구기업 #판로마케팅 #대전시 #재직자역량강화,2024-08-22,2024-08-22
1195,대구연구개발특구본부 기획경영실,제3회 스타트업 오픈이노베이션 밋업(Meet-up) ,대구창조경제혁신센터,대구특구,대구창조경제혁신센터 1층,"IT,BT,CT,ET,NT,ST,기타",,2024-10-01,2024-10-01
1196,연구개발특구진흥재단,MSG(Mobility start-up Support Group) Network,고려대학교,대덕특구,서울 메이필드 호텔,IT,,2024-08-28,2024-08-28
1197,대구연구개발특구본부 기획경영실,2024 대한민국 미래모빌리티 엑스포,"exco, 지능형자동차부품진흥원, kotra",대구특구,대구 EXCO,기타,,2024-10-23,2024-10-26
1198,대구연구개발특구본부 기획경영실,2024 대한민국 ICT융합 엑스포,"exco, 전자신문, kotra",대구특구,대구 EXCO,IT,,2024-10-23,2024-10-26
1199,대구연구개발특구본부 기획경영실,제13회 대구국제로봇산업전,exco,대구특구,대구 EXCO,기타,,2024-10-23,2024-10-26
1200,대구연구개발특구본부 기획경영실,2024 RISE 아카데미 세미나,대구경북지역혁신플랫폼 전자정보기기사업단,대구특구,대구시 지역대학협력센터 강당,기타,,2024-09-10,2024-09-10
1201,연구개발특구진흥재단,제8회 대덕특구에서 과학이슈를 그리다,연구개발특구진흥재단,대덕특구,한국화학연구원,BT,,2024-09-11,2024-09-11
1202,대구연구개발특구본부 기술사업화팀,영남권특구 과기특성화대 기술창업투자 경진대회 본선,"연구개발특구진흥재단, 미래과학기술지주, DGIST, POSTECH, UNIST",대구특구,대구삼성창조캠퍼스 메이커스페이스동 204호,"IT,BT,CT,ET,NT,ST",#전략기술 #딥테크 #과기특성화대 #기술창업 #투자,2024-09-10,2024-09-10
1203,대구연구개발특구본부 기술사업화팀,영남권특구 과기특성화대 기술창업투자 경진대회 결선,"연구개발특구진흥재단, 미래과학기술지주, DGIST, UNIST, POSTECH",대구특구,대구신한스퀘어브릿지,"IT,BT,CT,ET,NT,ST",#전략기술 #기술창업 #과기특성화대 #투자,2024-09-27,2024-09-27
1204,연구개발특구진흥재단 광주연구개발특구본부 기술사업화팀,제3회 광주 사회적 경제 박람회,광주사회적경제박람회 추진휘원회,광주특구,김대중컨벤션센터 B 전시장,"IT,BT,CT,ET,NT,ST",#연구개발특구#경제,2024-09-12,2024-09-14
1205,국립중앙과학관, 제53회 가을 사이언스데이,국립중앙과학관,대덕특구,국립중앙과학관(대전광역시 유성구 대덕대로 481),기타,#온가족 #과학축제 #대전축제 #과학관 #과학행사 #행사 #과학문화 ,2024-09-28,2024-09-29
1206,연구개발특구진흥재단,제9회 세계과학문화포럼,대전광역시,대덕특구,DCC 제1전시장,기타,,2024-10-18,2024-10-19
1207,(사)대덕이노폴리스벤처협회,제109차 대전벤처CEO포럼,(사)대덕이노폴리스벤처협회,대덕특구,대전 골프존 조이마루 1층 챔피언스홀,기타,#포럼 #세미나 #대덕이노폴리스벤처협회 #CEO #특강,2024-09-23,2024-09-23
1208,대구연구개발특구본부 기획경영실,FIX 2024 DGIST 기술상담회,DGIST,대구특구,대구 EXCO 동관 1층,기타,,2024-10-23,2024-10-25
1209,연구개발특구진흥재단,제25회 딥테크 혁신성장 포럼,연구개발특구진흥재단,대덕특구,대덕테크비즈센터(TBC) 콜라보홀(102호),ET,,2024-10-17,2024-10-17
1210,전북연구개발특구본부 기술사업화팀,2024년 범부처 공공기술 이전·사업화 로드쇼,"연구개발특구재단, 한국특허전략개발원",전북특구,양재 엘타워(서울),"IT,BT,CT,ET,NT,ST",#범부처 #연구개발특구 #기술이전 #12대 전략기술 #기술사업화,2024-11-01,2024-11-01
1211,연구개발특구진흥재단,기후테크 전국민 오디션,한국과학기술원,대덕특구,한국과학기술원,ET,,2024-10-10,2024-11-10
1212,연구개발특구진흥재단,2024년 보건의료분야 유망기술 설명회,한국보건산업진흥원,과학벨트,서울 코엑스 3층 컨퍼런스룸 301호 ,BT,#한국보건산업진흥원 #연구개발특구진흥재단 #과학벨트 #보건의료 #기술사업화 #과학사업화,2024-10-25,2024-10-25
1213,연구개발특구진흥재단, 제20회 국제특허정보박람회(PATINEX 2024),특허청,대덕특구,롯데호텔 월드 크리스탈볼룸 (3층),기타,,2024-10-31,2024-11-01
1214,UST(과학기술연합대학원대학교),UST 미래에너지 포럼(주제: 차세대 이차전지),UST(과학기술연합대학원대학교),대덕특구,UST기숙사 1층 컨퍼런스홀 (대전 유성구 대덕대로512번길 162),"IT,ET,NT",,2024-11-19,2024-11-19
1215,연구개발특구진흥재단,2024 과학기술인과 주민화합 한마당,"유성구청, 대덕연구개발특구기관장협의회",대덕특구,연구단지 종합운동장(유성구 가정로 120),기타,,2024-11-02,2024-11-02
1216,대전디자인진흥원,대전디자인페스타 디자인 비즈니스 상담회,대전디자인진흥원,대덕특구,대전디자인진흥원,기타,#연구개발특구 #디자인 #대전디자인진흥원,2024-11-29,2024-11-29
1217,연구개발특구진흥재단,2024 대한민국 정부 박람회,"행정안전부, 디지털플랫폼정부위원회",광주특구,광주광역시 김대중컨벤션센터,기타,,2024-11-13,2024-11-15
1218,연구개발특구진흥재단,오아시스 20주년 기념 특별전시 웹트로 : 디지털 기억,"문화체육관광부 국립중앙도서관, 오아시스",대덕특구,국립중앙도서관 본관1층 전시실,기타,,2024-10-14,2024-12-08
1219,연구개발특구진흥재단,제9회 UST와 함께하는 정책포럼,과학기술연합대학원대학교,대덕특구,UST 대학본부 사이언스홀,기타,,2024-12-04,2024-12-04
1220,연구개발특구진흥재단,제9회 대덕특구에서 과학이슈를 논하다,연구개발특구진흥재단,대덕특구,대덕테그비즈센터 1층 콜라보홀,"IT,BT,CT",,2024-11-26,2024-11-26
1221,(주)마이스피플,제5회 수소경제와 한국의 수소기술 심포지엄,한국에너지기술연구원,대덕특구,GS타워 아모리스홀(1층),기타,,2024-12-03,2024-12-03
1222,대전테크노파크,IP in DAEJEON,대전테크노파크,대덕특구,대전ICC호텔 1층 크리스탈볼룸,기타,"#IP, #지식재산, #기술사업화",2024-12-11,2024-12-11
1223,연구개발특구진흥재단,2025년 찾아가는 권역별 국가연구제도 설명회,"과학기술정보통신부, 한국과학기술기획평가원",대덕특구,"KAIST 대강당, GIST 오룡관(3층),부경대 대학극장, 건국대 새천년관 대공연장","IT,BT,CT,ET,NT,ST",,2025-01-14,2025-01-23
1224,연구개발특구진흥재단,음악에 數를 놓다 - 음악으로 표현되는 수학의 아름다움-,국가수리과학연구소,부산특구,부산수학문화관,기타,,2025-01-17,2025-01-17
1225,경북구미강소특구,2025 경북 구미 강소연구개발특구 테크페어,경북구미강소특구,강소특구,경상북도 구미시 산동읍 첨단기업1로 49 구미컨벤션센터 2층 전시관,기타,#강소특구 #성과공유회 #테크페어 #경북구미 #구미,2025-02-19,2025-02-20
1226,연구개발특구진흥재단,선도형 R&D 성과확산 컨퍼런스,KISTEP,대덕특구,포시즌스 호텔 서울 6층 누리볼룸,기타,,2025-02-12,2025-02-12
1227,한국보건산업진흥원,K-바이오헬스 지역센터 신규 공모 설명회,한국보건산업진흥원,대덕특구,서울 중구 연세봉래빌딩 3층(보건산업혁신창업센터) 및 온라인,BT,#연구개발특구#전문성,2025-02-18,2025-02-18
1228,마이스피플,2025 주니어 과학커뮤니케이터 경진대회,국립중앙과학관,대덕특구,국립중앙과학관,"IT,BT,CT,ET,NT,ST",#국립중앙과학관 #경진대회#과학행사#과학축제,2025-04-13,2025-04-13
1229,마이스피플,2025 제54회 사이언스데이,국립중앙과학관,대덕특구,국립중앙과학관,기타,#국립중앙과학관 #경진대회#과학행사#과학축제,2025-04-12,2025-04-13
1230,연구개발특구진흥재단,제10회 세계과학문화포럼,연구개발특구기관장협의회,대덕특구,DCC 제1전시장,"IT,BT,CT,ET,NT,ST",,2025-04-18,2025-04-19
1231,연구개발특구진흥재단,제12회 미래전북포럼,전주대학교,전북특구,전북대학교 진수당,"IT,BT",,2025-03-13,2025-03-13
1232,연구개발특구진흥재단,2025 대한민국과학축제,"한국과학창의재단, 한국연구재단, 대전관광공사, 과학문화민간협의회",대덕특구,대전엑스포시민광장·엑스포과학공원·대전컨벤션센터 제1·2전시장 등,"IT,BT,CT,ET,NT,ST,기타",,2025-04-16,2025-04-20
1233,연구개발특구진흥재단,"국립중앙과학관 기획특별전 ""선을 넘는 과학 음악편""",국립중앙과학관,대덕특구,국립중앙과학관 창의나래관 기획전시실,기타,,2025-04-04,2025-06-22
1234,연구개발특구진흥재단,제463회 과학기술정책포럼,"과학기술정책연구원, 국립창원대학교, 창원시청연구원",강소특구,국립창원대학교 본부 2층 인송홀,기타,,2025-04-17,2025-04-17
